caseId,windowInputBits,slideStepBits,tracebackDepthBits,bitIndex,receiveTimeInputBit,decisionTimeInputBit,region
CC-C-R12-S,64,25,35,256,256,305,tail
CC-C-R12-S,64,25,35,257,257,305,tail
CC-C-R12-S,64,25,35,258,258,305,tail
CC-C-R12-S,64,25,35,259,259,305,tail
CC-C-R12-S,64,25,35,260,260,305,tail
CC-C-R12-S,64,25,35,261,261,305,tail
CC-C-R12-S,64,25,35,262,262,305,tail
CC-C-R12-S,64,25,35,263,263,305,tail
CC-C-R12-S,64,25,35,264,264,305,tail
CC-C-R12-S,64,25,35,265,265,305,tail
CC-C-R12-S,64,25,35,266,266,305,tail
CC-C-R12-S,64,25,35,267,267,305,tail
CC-C-R12-S,64,25,35,268,268,305,tail
CC-C-R12-S,64,25,35,269,269,305,tail
CC-C-R12-S,64,25,35,270,270,305,tail
CC-C-R12-S,64,25,35,271,271,305,tail
CC-C-R12-S,64,25,35,272,272,305,tail
CC-C-R12-S,64,25,35,273,273,305,tail
CC-C-R12-S,64,25,35,274,274,305,tail
CC-C-R12-S,64,25,35,275,275,305,tail
CC-C-R12-S,64,25,35,276,276,305,tail
CC-C-R12-S,64,25,35,277,277,305,tail
CC-C-R12-S,64,25,35,278,278,305,tail
CC-C-R12-S,64,25,35,279,279,305,tail
CC-C-R12-S,64,25,35,280,280,305,tail
CC-C-R12-S,64,25,35,281,281,305,tail
CC-C-R12-S,64,25,35,282,282,305,tail
CC-C-R12-S,64,25,35,283,283,305,tail
CC-C-R12-S,64,25,35,284,284,305,tail
CC-C-R12-S,64,25,35,285,285,305,tail
CC-C-R12-S,64,25,35,286,286,305,tail
CC-C-R12-S,64,25,35,287,287,305,tail
CC-C-R12-S,64,25,35,288,288,305,tail
CC-C-R12-S,64,25,35,289,289,305,tail
CC-C-R12-S,64,25,35,290,290,305,tail
CC-C-R12-S,64,25,35,291,291,305,tail
CC-C-R12-S,64,25,35,292,292,305,tail
CC-C-R12-S,64,25,35,293,293,305,tail
CC-C-R12-S,64,25,35,294,294,305,tail
CC-C-R12-S,64,25,35,295,295,305,tail
CC-C-R12-S,64,25,35,296,296,305,tail
CC-C-R12-S,64,25,35,297,297,305,tail
CC-C-R12-S,64,25,35,298,298,305,tail
CC-C-R12-S,64,25,35,299,299,305,tail
CC-C-R12-S,96,16,49,0,0,95,head
CC-C-R12-S,96,16,49,1,1,95,head
CC-C-R12-S,96,16,49,2,2,95,head
CC-C-R12-S,96,16,49,3,3,95,head
CC-C-R12-S,96,16,49,4,4,95,head
CC-C-R12-S,96,16,49,5,5,95,head
CC-C-R12-S,96,16,49,6,6,95,head
CC-C-R12-S,96,16,49,7,7,95,head
CC-C-R12-S,96,16,49,8,8,95,head
CC-C-R12-S,96,16,49,9,9,95,head
CC-C-R12-S,96,16,49,10,10,95,head
CC-C-R12-S,96,16,49,11,11,95,head
CC-C-R12-S,96,16,49,12,12,95,head
CC-C-R12-S,96,16,49,13,13,95,head
CC-C-R12-S,96,16,49,14,14,95,head
CC-C-R12-S,96,16,49,15,15,95,head
CC-C-R12-S,96,16,49,16,16,111,head
CC-C-R12-S,96,16,49,17,17,111,head
CC-C-R12-S,96,16,49,18,18,111,head
CC-C-R12-S,96,16,49,19,19,111,head
CC-C-R12-S,96,16,49,20,20,111,head
CC-C-R12-S,96,16,49,21,21,111,head
CC-C-R12-S,96,16,49,22,22,111,head
CC-C-R12-S,96,16,49,23,23,111,head
CC-C-R12-S,96,16,49,24,24,111,head
CC-C-R12-S,96,16,49,25,25,111,head
CC-C-R12-S,96,16,49,26,26,111,head
CC-C-R12-S,96,16,49,27,27,111,head
CC-C-R12-S,96,16,49,28,28,111,head
CC-C-R12-S,96,16,49,29,29,111,head
CC-C-R12-S,96,16,49,30,30,111,head
CC-C-R12-S,96,16,49,31,31,111,head
CC-C-R12-S,96,16,49,32,32,127,head
CC-C-R12-S,96,16,49,33,33,127,head
CC-C-R12-S,96,16,49,34,34,127,head
CC-C-R12-S,96,16,49,35,35,127,head
CC-C-R12-S,96,16,49,36,36,127,head
CC-C-R12-S,96,16,49,37,37,127,head
CC-C-R12-S,96,16,49,38,38,127,head
CC-C-R12-S,96,16,49,39,39,127,head
CC-C-R12-S,96,16,49,40,40,127,head
CC-C-R12-S,96,16,49,41,41,127,head
CC-C-R12-S,96,16,49,42,42,127,head
CC-C-R12-S,96,16,49,43,43,127,head
CC-C-R12-S,96,16,49,44,44,127,head
CC-C-R12-S,96,16,49,45,45,127,head
CC-C-R12-S,96,16,49,46,46,127,head
CC-C-R12-S,96,16,49,47,47,127,head
CC-C-R12-S,96,16,49,48,48,143,head
CC-C-R12-S,96,16,49,49,49,143,head
CC-C-R12-S,96,16,49,50,50,143,head
CC-C-R12-S,96,16,49,51,51,143,head
CC-C-R12-S,96,16,49,52,52,143,head
CC-C-R12-S,96,16,49,53,53,143,head
CC-C-R12-S,96,16,49,54,54,143,head
CC-C-R12-S,96,16,49,55,55,143,head
CC-C-R12-S,96,16,49,56,56,143,head
CC-C-R12-S,96,16,49,57,57,143,head
CC-C-R12-S,96,16,49,58,58,143,head
CC-C-R12-S,96,16,49,59,59,143,head
CC-C-R12-S,96,16,49,60,60,143,head
CC-C-R12-S,96,16,49,61,61,143,head
CC-C-R12-S,96,16,49,62,62,143,head
CC-C-R12-S,96,16,49,63,63,143,head
CC-C-R12-S,96,16,49,64,64,159,head
CC-C-R12-S,96,16,49,65,65,159,head
CC-C-R12-S,96,16,49,66,66,159,head
CC-C-R12-S,96,16,49,67,67,159,head
CC-C-R12-S,96,16,49,68,68,159,head
CC-C-R12-S,96,16,49,69,69,159,head
CC-C-R12-S,96,16,49,70,70,159,middle
CC-C-R12-S,96,16,49,71,71,159,middle
CC-C-R12-S,96,16,49,72,72,159,middle
CC-C-R12-S,96,16,49,73,73,159,middle
CC-C-R12-S,96,16,49,74,74,159,middle
CC-C-R12-S,96,16,49,75,75,159,middle
CC-C-R12-S,96,16,49,76,76,159,middle
CC-C-R12-S,96,16,49,77,77,159,middle
CC-C-R12-S,96,16,49,78,78,159,middle
CC-C-R12-S,96,16,49,79,79,159,middle
CC-C-R12-S,96,16,49,80,80,175,middle
CC-C-R12-S,96,16,49,81,81,175,middle
CC-C-R12-S,96,16,49,82,82,175,middle
CC-C-R12-S,96,16,49,83,83,175,middle
CC-C-R12-S,96,16,49,84,84,175,middle
CC-C-R12-S,96,16,49,85,85,175,middle
CC-C-R12-S,96,16,49,86,86,175,middle
CC-C-R12-S,96,16,49,87,87,175,middle
CC-C-R12-S,96,16,49,88,88,175,middle
CC-C-R12-S,96,16,49,89,89,175,middle
CC-C-R12-S,96,16,49,90,90,175,boundary
CC-C-R12-S,96,16,49,91,91,175,boundary
CC-C-R12-S,96,16,49,92,92,175,boundary
CC-C-R12-S,96,16,49,93,93,175,boundary
CC-C-R12-S,96,16,49,94,94,175,boundary
CC-C-R12-S,96,16,49,95,95,175,boundary
CC-C-R12-S,96,16,49,96,96,191,boundary
CC-C-R12-S,96,16,49,97,97,191,boundary
CC-C-R12-S,96,16,49,98,98,191,boundary
CC-C-R12-S,96,16,49,99,99,191,boundary
CC-C-R12-S,96,16,49,100,100,191,boundary
CC-C-R12-S,96,16,49,101,101,191,boundary
CC-C-R12-S,96,16,49,102,102,191,boundary
CC-C-R12-S,96,16,49,103,103,191,boundary
CC-C-R12-S,96,16,49,104,104,191,boundary
CC-C-R12-S,96,16,49,105,105,191,boundary
CC-C-R12-S,96,16,49,106,106,191,boundary
CC-C-R12-S,96,16,49,107,107,191,boundary
CC-C-R12-S,96,16,49,108,108,191,boundary
CC-C-R12-S,96,16,49,109,109,191,boundary
CC-C-R12-S,96,16,49,110,110,191,middle
CC-C-R12-S,96,16,49,111,111,191,middle
CC-C-R12-S,96,16,49,112,112,207,middle
CC-C-R12-S,96,16,49,113,113,207,middle
CC-C-R12-S,96,16,49,114,114,207,middle
CC-C-R12-S,96,16,49,115,115,207,middle
CC-C-R12-S,96,16,49,116,116,207,middle
CC-C-R12-S,96,16,49,117,117,207,middle
CC-C-R12-S,96,16,49,118,118,207,middle
CC-C-R12-S,96,16,49,119,119,207,middle
CC-C-R12-S,96,16,49,120,120,207,middle
CC-C-R12-S,96,16,49,121,121,207,middle
CC-C-R12-S,96,16,49,122,122,207,middle
CC-C-R12-S,96,16,49,123,123,207,middle
CC-C-R12-S,96,16,49,124,124,207,middle
CC-C-R12-S,96,16,49,125,125,207,middle
CC-C-R12-S,96,16,49,126,126,207,middle
CC-C-R12-S,96,16,49,127,127,207,middle
CC-C-R12-S,96,16,49,128,128,223,middle
CC-C-R12-S,96,16,49,129,129,223,middle
CC-C-R12-S,96,16,49,130,130,223,middle
CC-C-R12-S,96,16,49,131,131,223,middle
CC-C-R12-S,96,16,49,132,132,223,middle
CC-C-R12-S,96,16,49,133,133,223,middle
CC-C-R12-S,96,16,49,134,134,223,middle
CC-C-R12-S,96,16,49,135,135,223,middle
CC-C-R12-S,96,16,49,136,136,223,middle
CC-C-R12-S,96,16,49,137,137,223,middle
CC-C-R12-S,96,16,49,138,138,223,middle
CC-C-R12-S,96,16,49,139,139,223,middle
CC-C-R12-S,96,16,49,140,140,223,boundary
CC-C-R12-S,96,16,49,141,141,223,boundary
CC-C-R12-S,96,16,49,142,142,223,boundary
CC-C-R12-S,96,16,49,143,143,223,boundary
CC-C-R12-S,96,16,49,144,144,239,boundary
CC-C-R12-S,96,16,49,145,145,239,boundary
CC-C-R12-S,96,16,49,146,146,239,boundary
CC-C-R12-S,96,16,49,147,147,239,boundary
CC-C-R12-S,96,16,49,148,148,239,boundary
CC-C-R12-S,96,16,49,149,149,239,boundary
CC-C-R12-S,96,16,49,150,150,239,boundary
CC-C-R12-S,96,16,49,151,151,239,boundary
CC-C-R12-S,96,16,49,152,152,239,boundary
CC-C-R12-S,96,16,49,153,153,239,boundary
CC-C-R12-S,96,16,49,154,154,239,boundary
CC-C-R12-S,96,16,49,155,155,239,boundary
CC-C-R12-S,96,16,49,156,156,239,boundary
CC-C-R12-S,96,16,49,157,157,239,boundary
CC-C-R12-S,96,16,49,158,158,239,boundary
CC-C-R12-S,96,16,49,159,159,239,boundary
CC-C-R12-S,96,16,49,160,160,255,middle
CC-C-R12-S,96,16,49,161,161,255,middle
CC-C-R12-S,96,16,49,162,162,255,middle
CC-C-R12-S,96,16,49,163,163,255,middle
CC-C-R12-S,96,16,49,164,164,255,middle
CC-C-R12-S,96,16,49,165,165,255,middle
CC-C-R12-S,96,16,49,166,166,255,middle
CC-C-R12-S,96,16,49,167,167,255,middle
CC-C-R12-S,96,16,49,168,168,255,middle
CC-C-R12-S,96,16,49,169,169,255,middle
CC-C-R12-S,96,16,49,170,170,255,middle
CC-C-R12-S,96,16,49,171,171,255,middle
CC-C-R12-S,96,16,49,172,172,255,middle
CC-C-R12-S,96,16,49,173,173,255,middle
CC-C-R12-S,96,16,49,174,174,255,middle
CC-C-R12-S,96,16,49,175,175,255,middle
CC-C-R12-S,96,16,49,176,176,271,middle
CC-C-R12-S,96,16,49,177,177,271,middle
CC-C-R12-S,96,16,49,178,178,271,middle
CC-C-R12-S,96,16,49,179,179,271,middle
CC-C-R12-S,96,16,49,180,180,271,middle
CC-C-R12-S,96,16,49,181,181,271,middle
CC-C-R12-S,96,16,49,182,182,271,middle
CC-C-R12-S,96,16,49,183,183,271,middle
CC-C-R12-S,96,16,49,184,184,271,middle
CC-C-R12-S,96,16,49,185,185,271,middle
CC-C-R12-S,96,16,49,186,186,271,middle
CC-C-R12-S,96,16,49,187,187,271,middle
CC-C-R12-S,96,16,49,188,188,271,middle
CC-C-R12-S,96,16,49,189,189,271,middle
CC-C-R12-S,96,16,49,190,190,271,boundary
CC-C-R12-S,96,16,49,191,191,271,boundary
CC-C-R12-S,96,16,49,192,192,287,boundary
CC-C-R12-S,96,16,49,193,193,287,boundary
CC-C-R12-S,96,16,49,194,194,287,boundary
CC-C-R12-S,96,16,49,195,195,287,boundary
CC-C-R12-S,96,16,49,196,196,287,boundary
CC-C-R12-S,96,16,49,197,197,287,boundary
CC-C-R12-S,96,16,49,198,198,287,boundary
CC-C-R12-S,96,16,49,199,199,287,boundary
CC-C-R12-S,96,16,49,200,200,287,boundary
CC-C-R12-S,96,16,49,201,201,287,boundary
CC-C-R12-S,96,16,49,202,202,287,boundary
CC-C-R12-S,96,16,49,203,203,287,boundary
CC-C-R12-S,96,16,49,204,204,287,boundary
CC-C-R12-S,96,16,49,205,205,287,boundary
CC-C-R12-S,96,16,49,206,206,287,boundary
CC-C-R12-S,96,16,49,207,207,287,boundary
CC-C-R12-S,96,16,49,208,208,303,boundary
CC-C-R12-S,96,16,49,209,209,303,boundary
CC-C-R12-S,96,16,49,210,210,303,middle
CC-C-R12-S,96,16,49,211,211,303,middle
CC-C-R12-S,96,16,49,212,212,303,middle
CC-C-R12-S,96,16,49,213,213,303,middle
CC-C-R12-S,96,16,49,214,214,303,middle
CC-C-R12-S,96,16,49,215,215,303,middle
CC-C-R12-S,96,16,49,216,216,303,middle
CC-C-R12-S,96,16,49,217,217,303,middle
CC-C-R12-S,96,16,49,218,218,303,middle
CC-C-R12-S,96,16,49,219,219,303,middle
CC-C-R12-S,96,16,49,220,220,303,middle
CC-C-R12-S,96,16,49,221,221,303,middle
CC-C-R12-S,96,16,49,222,222,303,middle
CC-C-R12-S,96,16,49,223,223,303,middle
CC-C-R12-S,96,16,49,224,224,305,middle
CC-C-R12-S,96,16,49,225,225,305,middle
CC-C-R12-S,96,16,49,226,226,305,middle
CC-C-R12-S,96,16,49,227,227,305,middle
CC-C-R12-S,96,16,49,228,228,305,middle
CC-C-R12-S,96,16,49,229,229,305,middle
CC-C-R12-S,96,16,49,230,230,305,tail
CC-C-R12-S,96,16,49,231,231,305,tail
CC-C-R12-S,96,16,49,232,232,305,tail
CC-C-R12-S,96,16,49,233,233,305,tail
CC-C-R12-S,96,16,49,234,234,305,tail
CC-C-R12-S,96,16,49,235,235,305,tail
CC-C-R12-S,96,16,49,236,236,305,tail
CC-C-R12-S,96,16,49,237,237,305,tail
CC-C-R12-S,96,16,49,238,238,305,tail
CC-C-R12-S,96,16,49,239,239,305,tail
CC-C-R12-S,96,16,49,240,240,305,tail
CC-C-R12-S,96,16,49,241,241,305,tail
CC-C-R12-S,96,16,49,242,242,305,tail
CC-C-R12-S,96,16,49,243,243,305,tail
CC-C-R12-S,96,16,49,244,244,305,tail
CC-C-R12-S,96,16,49,245,245,305,tail
CC-C-R12-S,96,16,49,246,246,305,tail
CC-C-R12-S,96,16,49,247,247,305,tail
CC-C-R12-S,96,16,49,248,248,305,tail
CC-C-R12-S,96,16,49,249,249,305,tail
CC-C-R12-S,96,16,49,250,250,305,tail
CC-C-R12-S,96,16,49,251,251,305,tail
CC-C-R12-S,96,16,49,252,252,305,tail
CC-C-R12-S,96,16,49,253,253,305,tail
CC-C-R12-S,96,16,49,254,254,305,tail
CC-C-R12-S,96,16,49,255,255,305,tail
CC-C-R12-S,96,16,49,256,256,305,tail
CC-C-R12-S,96,16,49,257,257,305,tail
CC-C-R12-S,96,16,49,258,258,305,tail
CC-C-R12-S,96,16,49,259,259,305,tail
CC-C-R12-S,96,16,49,260,260,305,tail
CC-C-R12-S,96,16,49,261,261,305,tail
CC-C-R12-S,96,16,49,262,262,305,tail
CC-C-R12-S,96,16,49,263,263,305,tail
CC-C-R12-S,96,16,49,264,264,305,tail
CC-C-R12-S,96,16,49,265,265,305,tail
CC-C-R12-S,96,16,49,266,266,305,tail
CC-C-R12-S,96,16,49,267,267,305,tail
CC-C-R12-S,96,16,49,268,268,305,tail
CC-C-R12-S,96,16,49,269,269,305,tail
CC-C-R12-S,96,16,49,270,270,305,tail
CC-C-R12-S,96,16,49,271,271,305,tail
CC-C-R12-S,96,16,49,272,272,305,tail
CC-C-R12-S,96,16,49,273,273,305,tail
CC-C-R12-S,96,16,49,274,274,305,tail
CC-C-R12-S,96,16,49,275,275,305,tail
CC-C-R12-S,96,16,49,276,276,305,tail
CC-C-R12-S,96,16,49,277,277,305,tail
CC-C-R12-S,96,16,49,278,278,305,tail
CC-C-R12-S,96,16,49,279,279,305,tail
CC-C-R12-S,96,16,49,280,280,305,tail
CC-C-R12-S,96,16,49,281,281,305,tail
CC-C-R12-S,96,16,49,282,282,305,tail
CC-C-R12-S,96,16,49,283,283,305,tail
CC-C-R12-S,96,16,49,284,284,305,tail
CC-C-R12-S,96,16,49,285,285,305,tail
CC-C-R12-S,96,16,49,286,286,305,tail
CC-C-R12-S,96,16,49,287,287,305,tail
CC-C-R12-S,96,16,49,288,288,305,tail
CC-C-R12-S,96,16,49,289,289,305,tail
CC-C-R12-S,96,16,49,290,290,305,tail
CC-C-R12-S,96,16,49,291,291,305,tail
CC-C-R12-S,96,16,49,292,292,305,tail
CC-C-R12-S,96,16,49,293,293,305,tail
CC-C-R12-S,96,16,49,294,294,305,tail
CC-C-R12-S,96,16,49,295,295,305,tail
CC-C-R12-S,96,16,49,296,296,305,tail
CC-C-R12-S,96,16,49,297,297,305,tail
CC-C-R12-S,96,16,49,298,298,305,tail
CC-C-R12-S,96,16,49,299,299,305,tail
CC-C-R12-S,96,25,70,0,0,95,head
CC-C-R12-S,96,25,70,1,1,95,head
CC-C-R12-S,96,25,70,2,2,95,head
CC-C-R12-S,96,25,70,3,3,95,head
CC-C-R12-S,96,25,70,4,4,95,head
CC-C-R12-S,96,25,70,5,5,95,head
CC-C-R12-S,96,25,70,6,6,95,head
CC-C-R12-S,96,25,70,7,7,95,head
CC-C-R12-S,96,25,70,8,8,95,head
CC-C-R12-S,96,25,70,9,9,95,head
CC-C-R12-S,96,25,70,10,10,95,head
CC-C-R12-S,96,25,70,11,11,95,head
CC-C-R12-S,96,25,70,12,12,95,head
CC-C-R12-S,96,25,70,13,13,95,head
CC-C-R12-S,96,25,70,14,14,95,head
CC-C-R12-S,96,25,70,15,15,95,head
CC-C-R12-S,96,25,70,16,16,95,head
CC-C-R12-S,96,25,70,17,17,95,head
CC-C-R12-S,96,25,70,18,18,95,head
CC-C-R12-S,96,25,70,19,19,95,head
CC-C-R12-S,96,25,70,20,20,95,head
CC-C-R12-S,96,25,70,21,21,95,head
CC-C-R12-S,96,25,70,22,22,95,head
CC-C-R12-S,96,25,70,23,23,95,head
CC-C-R12-S,96,25,70,24,24,95,head
CC-C-R12-S,96,25,70,25,25,120,head
CC-C-R12-S,96,25,70,26,26,120,head
CC-C-R12-S,96,25,70,27,27,120,head
CC-C-R12-S,96,25,70,28,28,120,head
CC-C-R12-S,96,25,70,29,29,120,head
CC-C-R12-S,96,25,70,30,30,120,head
CC-C-R12-S,96,25,70,31,31,120,head
CC-C-R12-S,96,25,70,32,32,120,head
CC-C-R12-S,96,25,70,33,33,120,head
CC-C-R12-S,96,25,70,34,34,120,head
CC-C-R12-S,96,25,70,35,35,120,head
CC-C-R12-S,96,25,70,36,36,120,head
CC-C-R12-S,96,25,70,37,37,120,head
CC-C-R12-S,96,25,70,38,38,120,head
CC-C-R12-S,96,25,70,39,39,120,head
CC-C-R12-S,96,25,70,40,40,120,head
CC-C-R12-S,96,25,70,41,41,120,head
CC-C-R12-S,96,25,70,42,42,120,head
CC-C-R12-S,96,25,70,43,43,120,head
CC-C-R12-S,96,25,70,44,44,120,head
CC-C-R12-S,96,25,70,45,45,120,head
CC-C-R12-S,96,25,70,46,46,120,head
CC-C-R12-S,96,25,70,47,47,120,head
CC-C-R12-S,96,25,70,48,48,120,head
CC-C-R12-S,96,25,70,49,49,120,head
CC-C-R12-S,96,25,70,50,50,145,head
CC-C-R12-S,96,25,70,51,51,145,head
CC-C-R12-S,96,25,70,52,52,145,head
CC-C-R12-S,96,25,70,53,53,145,head
CC-C-R12-S,96,25,70,54,54,145,head
CC-C-R12-S,96,25,70,55,55,145,head
CC-C-R12-S,96,25,70,56,56,145,head
CC-C-R12-S,96,25,70,57,57,145,head
CC-C-R12-S,96,25,70,58,58,145,head
CC-C-R12-S,96,25,70,59,59,145,head
CC-C-R12-S,96,25,70,60,60,145,head
CC-C-R12-S,96,25,70,61,61,145,head
CC-C-R12-S,96,25,70,62,62,145,head
CC-C-R12-S,96,25,70,63,63,145,head
CC-C-R12-S,96,25,70,64,64,145,head
CC-C-R12-S,96,25,70,65,65,145,head
CC-C-R12-S,96,25,70,66,66,145,head
CC-C-R12-S,96,25,70,67,67,145,head
CC-C-R12-S,96,25,70,68,68,145,head
CC-C-R12-S,96,25,70,69,69,145,head
CC-C-R12-S,96,25,70,70,70,145,middle
CC-C-R12-S,96,25,70,71,71,145,middle
CC-C-R12-S,96,25,70,72,72,145,middle
CC-C-R12-S,96,25,70,73,73,145,middle
CC-C-R12-S,96,25,70,74,74,145,middle
CC-C-R12-S,96,25,70,75,75,170,middle
CC-C-R12-S,96,25,70,76,76,170,middle
CC-C-R12-S,96,25,70,77,77,170,middle
CC-C-R12-S,96,25,70,78,78,170,middle
CC-C-R12-S,96,25,70,79,79,170,middle
CC-C-R12-S,96,25,70,80,80,170,middle
CC-C-R12-S,96,25,70,81,81,170,middle
CC-C-R12-S,96,25,70,82,82,170,middle
CC-C-R12-S,96,25,70,83,83,170,middle
CC-C-R12-S,96,25,70,84,84,170,middle
CC-C-R12-S,96,25,70,85,85,170,middle
CC-C-R12-S,96,25,70,86,86,170,middle
CC-C-R12-S,96,25,70,87,87,170,middle
CC-C-R12-S,96,25,70,88,88,170,middle
CC-C-R12-S,96,25,70,89,89,170,middle
CC-C-R12-S,96,25,70,90,90,170,boundary
CC-C-R12-S,96,25,70,91,91,170,boundary
CC-C-R12-S,96,25,70,92,92,170,boundary
CC-C-R12-S,96,25,70,93,93,170,boundary
CC-C-R12-S,96,25,70,94,94,170,boundary
CC-C-R12-S,96,25,70,95,95,170,boundary
CC-C-R12-S,96,25,70,96,96,170,boundary
CC-C-R12-S,96,25,70,97,97,170,boundary
CC-C-R12-S,96,25,70,98,98,170,boundary
CC-C-R12-S,96,25,70,99,99,170,boundary
CC-C-R12-S,96,25,70,100,100,195,boundary
CC-C-R12-S,96,25,70,101,101,195,boundary
CC-C-R12-S,96,25,70,102,102,195,boundary
CC-C-R12-S,96,25,70,103,103,195,boundary
CC-C-R12-S,96,25,70,104,104,195,boundary
CC-C-R12-S,96,25,70,105,105,195,boundary
CC-C-R12-S,96,25,70,106,106,195,boundary
CC-C-R12-S,96,25,70,107,107,195,boundary
CC-C-R12-S,96,25,70,108,108,195,boundary
CC-C-R12-S,96,25,70,109,109,195,boundary
CC-C-R12-S,96,25,70,110,110,195,middle
CC-C-R12-S,96,25,70,111,111,195,middle
CC-C-R12-S,96,25,70,112,112,195,middle
CC-C-R12-S,96,25,70,113,113,195,middle
CC-C-R12-S,96,25,70,114,114,195,middle
CC-C-R12-S,96,25,70,115,115,195,middle
CC-C-R12-S,96,25,70,116,116,195,middle
CC-C-R12-S,96,25,70,117,117,195,middle
CC-C-R12-S,96,25,70,118,118,195,middle
CC-C-R12-S,96,25,70,119,119,195,middle
CC-C-R12-S,96,25,70,120,120,195,middle
CC-C-R12-S,96,25,70,121,121,195,middle
CC-C-R12-S,96,25,70,122,122,195,middle
CC-C-R12-S,96,25,70,123,123,195,middle
CC-C-R12-S,96,25,70,124,124,195,middle
CC-C-R12-S,96,25,70,125,125,220,middle
CC-C-R12-S,96,25,70,126,126,220,middle
CC-C-R12-S,96,25,70,127,127,220,middle
CC-C-R12-S,96,25,70,128,128,220,middle
CC-C-R12-S,96,25,70,129,129,220,middle
CC-C-R12-S,96,25,70,130,130,220,middle
CC-C-R12-S,96,25,70,131,131,220,middle
CC-C-R12-S,96,25,70,132,132,220,middle
CC-C-R12-S,96,25,70,133,133,220,middle
CC-C-R12-S,96,25,70,134,134,220,middle
CC-C-R12-S,96,25,70,135,135,220,middle
CC-C-R12-S,96,25,70,136,136,220,middle
CC-C-R12-S,96,25,70,137,137,220,middle
CC-C-R12-S,96,25,70,138,138,220,middle
CC-C-R12-S,96,25,70,139,139,220,middle
CC-C-R12-S,96,25,70,140,140,220,boundary
CC-C-R12-S,96,25,70,141,141,220,boundary
CC-C-R12-S,96,25,70,142,142,220,boundary
CC-C-R12-S,96,25,70,143,143,220,boundary
CC-C-R12-S,96,25,70,144,144,220,boundary
CC-C-R12-S,96,25,70,145,145,220,boundary
CC-C-R12-S,96,25,70,146,146,220,boundary
CC-C-R12-S,96,25,70,147,147,220,boundary
CC-C-R12-S,96,25,70,148,148,220,boundary
CC-C-R12-S,96,25,70,149,149,220,boundary
CC-C-R12-S,96,25,70,150,150,245,boundary
CC-C-R12-S,96,25,70,151,151,245,boundary
CC-C-R12-S,96,25,70,152,152,245,boundary
CC-C-R12-S,96,25,70,153,153,245,boundary
CC-C-R12-S,96,25,70,154,154,245,boundary
CC-C-R12-S,96,25,70,155,155,245,boundary
CC-C-R12-S,96,25,70,156,156,245,boundary
CC-C-R12-S,96,25,70,157,157,245,boundary
CC-C-R12-S,96,25,70,158,158,245,boundary
CC-C-R12-S,96,25,70,159,159,245,boundary
CC-C-R12-S,96,25,70,160,160,245,middle
CC-C-R12-S,96,25,70,161,161,245,middle
CC-C-R12-S,96,25,70,162,162,245,middle
CC-C-R12-S,96,25,70,163,163,245,middle
CC-C-R12-S,96,25,70,164,164,245,middle
CC-C-R12-S,96,25,70,165,165,245,middle
CC-C-R12-S,96,25,70,166,166,245,middle
CC-C-R12-S,96,25,70,167,167,245,middle
CC-C-R12-S,96,25,70,168,168,245,middle
CC-C-R12-S,96,25,70,169,169,245,middle
CC-C-R12-S,96,25,70,170,170,245,middle
CC-C-R12-S,96,25,70,171,171,245,middle
CC-C-R12-S,96,25,70,172,172,245,middle
CC-C-R12-S,96,25,70,173,173,245,middle
CC-C-R12-S,96,25,70,174,174,245,middle
CC-C-R12-S,96,25,70,175,175,270,middle
CC-C-R12-S,96,25,70,176,176,270,middle
CC-C-R12-S,96,25,70,177,177,270,middle
CC-C-R12-S,96,25,70,178,178,270,middle
CC-C-R12-S,96,25,70,179,179,270,middle
CC-C-R12-S,96,25,70,180,180,270,middle
CC-C-R12-S,96,25,70,181,181,270,middle
CC-C-R12-S,96,25,70,182,182,270,middle
CC-C-R12-S,96,25,70,183,183,270,middle
CC-C-R12-S,96,25,70,184,184,270,middle
CC-C-R12-S,96,25,70,185,185,270,middle
CC-C-R12-S,96,25,70,186,186,270,middle
CC-C-R12-S,96,25,70,187,187,270,middle
CC-C-R12-S,96,25,70,188,188,270,middle
CC-C-R12-S,96,25,70,189,189,270,middle
CC-C-R12-S,96,25,70,190,190,270,boundary
CC-C-R12-S,96,25,70,191,191,270,boundary
CC-C-R12-S,96,25,70,192,192,270,boundary
CC-C-R12-S,96,25,70,193,193,270,boundary
CC-C-R12-S,96,25,70,194,194,270,boundary
CC-C-R12-S,96,25,70,195,195,270,boundary
CC-C-R12-S,96,25,70,196,196,270,boundary
CC-C-R12-S,96,25,70,197,197,270,boundary
CC-C-R12-S,96,25,70,198,198,270,boundary
CC-C-R12-S,96,25,70,199,199,270,boundary
CC-C-R12-S,96,25,70,200,200,295,boundary
CC-C-R12-S,96,25,70,201,201,295,boundary
CC-C-R12-S,96,25,70,202,202,295,boundary
CC-C-R12-S,96,25,70,203,203,295,boundary
CC-C-R12-S,96,25,70,204,204,295,boundary
CC-C-R12-S,96,25,70,205,205,295,boundary
CC-C-R12-S,96,25,70,206,206,295,boundary
CC-C-R12-S,96,25,70,207,207,295,boundary
CC-C-R12-S,96,25,70,208,208,295,boundary
CC-C-R12-S,96,25,70,209,209,295,boundary
CC-C-R12-S,96,25,70,210,210,295,middle
CC-C-R12-S,96,25,70,211,211,295,middle
CC-C-R12-S,96,25,70,212,212,295,middle
CC-C-R12-S,96,25,70,213,213,295,middle
