caseName,poolId,frameIndex,payloadLength,payloadBits,pass
BCH-S300,payload_k300_seed2026072001_policy1_frames100,27,300,100000110110101111011001100011010011101011011000001000010010110100101101010000000101001001101101110000100101000111011111000101011101110011101111100011001011100110101010101001101001110011010001000001100110001110001101010100101010010011010100000001001001011111101000000000110101110101010110101000011010,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,28,300,101001101101001111101010100011011110011001110011101011101001010101010111000111101010100000001011110100010110100001000111111111011010101101100010010011001010101000111101110111010111000101111110100010010101101010100000000010100101000101011011110100100010110011100010111101100110101101010110101000011010,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,29,300,111011110100110110001100101101100010000011000010110110011011100001000110011100101011010100110001011111000101001111110001000100000111000111111100111011011010011100011110100111000100000001110011110001011011001110000011101110011001001010000001000110000111110001001001000110111000000000001111110111101101,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,30,300,001000101110001000001110000110111001111101110110101100010010001101110101001011000011111101101001111100110100000000110010100001000101100111011101110110011000110001001110011000111010100110110010101101001001110111110111100110100001011010111111000100101010100011001110001011010111011110001111101010101000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,31,300,100100110000110110010000111111011000110000111101011000011111001100101001100001111001101101111001100110100110000011000101110000100100011000100011010011110001000101010101111111110100100010111001001011111101101000000111000101001001001011001110000110100011100001011101111001111111100000101001000011100000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,32,300,011001101101001111111000101110010101110000111010110011111100101011001110111001011111101110101011001001010001011111000101101000110010001100111101001100111100011000000101101110101011001000011011110111110010001100101011001100110000010111100101010110001100110010000000111011110010011011010100111001011111,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,33,300,001111011100100110110110110011011001000101110111000011010101101000011011001011010000010101000011100111000001101010101100101011110000001101111001010000001110010101000110001101010100110101011110011101001000001111010101101010101011000110001100001010101001010011000110111110110111011001100111001100110110,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,34,300,100000110001101110010011001011000001110000111100101100010111000001000010011000111101111101001111110111111011011001010111100011001110100001000100001110000100101011010010000111101010100110000011011011110000000000100011010110101110011111000000101010111011101101111010001000111011110110011111101101010100,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,35,300,101011110001101000110110111001110100001101011100111010110110110111111100101111011110101101111011010000001110110101100110111101011001110110001100101001010100100011111110111010010011001100100101111110000001011110111111101110011110101111111111010001101101000101010000110000010001011001100100110001010110,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,36,300,011111100101000100111100111001010011000111011010001101010000011001000000011000111100001101101011000001011110100011011111010010001110110000000100000101111010001100011100010011000011001110111100010110000001011001001111101100000110101101001001000111000000011001001100011010001101000110110110010111011011,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,37,300,100111000111001011101100100101110000101101101001110100110100110000101010101100111100010001101100100010010011000010110000100000001011111101001100001100010011111110000010100100101100000011001100110110001000100011110000111111010010001000111110111111000011000101101110110010110011010000100111110111001000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,38,300,100000110111000111100010000100001000010111000111100100111000000000001110001101011001010010101010011001100010100010000001001011010101010010001101001110010000110101010111101110010101000000000000100111101100000010010000011011110110101010111000101011100100101100010110100111011111010100010000011000110101,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,39,300,110111001110001011101101000000111111001101010011100101111000111001001111100010100001001011010110100000001011011100101010000101110101111000101000111110011010011111110001111100101000100100111001010010010110110111110001100100111011110101111101010110000110010011010101000100101011010001010101100000111110,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,40,300,101000100111110011101100110000010100000011111100110111001111010101011011101000111000000101101001001110010101101110101110010011011100100110110000011100111100010011001101001001110010010001111100011101001101010001011101000000001111010001000101100010111101001100101110011001110111010110011011111010111100,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,41,300,111110010010010010011001100011011110001001000111100101011001010110000010100001010010010010010110010111001011001101100001011001100110011001111010001001110101110110100111011000100011100101011100010101111011000011010000001100100011100101000001000101110110111111101000011100101010011111000010101111100010,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,42,300,100110001101010110011010011111101010010110000000111000101111110000000000110001001001000100110111101101001010101111010000010110011010111110001000101111100101101010111011001101011001000010010011111100100111001011100101001101101001110100010101110111011101111001100111001001100100011110000100011111110000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,43,300,000001010000101110010111001111100011001000100101100011011011110011001001111110110010010000010001100000100000101101111110011001100000001000010001010100101111011100101101110111111111100100111011100101101111110010011111010011010100110011100111001110100111000101110011110100111001100101001010111000100100,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,44,300,001000110100111101101010110010110010111101100000011100101001100101000111001101001001000111100001100011000000001111110001010000000111010000101010010111111001001010010010001011101111000110010110110011011000001011101111001001110100100010010111100011100111100000001011100010011110001111010011000010010111,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,45,300,111001001000101101010111110011000010001100010010101110010001010111101101000111010010110101110110010000100011011000101001100011101100000101000001100101111110111110100101001101111101000100100011111010011000111000011111101010111101111101011000111011100111010110110010110101001001001110110011001010110111,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,46,300,111101000110100111110011011000001100011110010001011000011000111010101100100010011101000111011011101000001111011011010011010101010011001101011001000111011001001100001010111100110011111101100101000100011101001011010101010001010000100110100011110001101000100001011000010101101111011111001000010001001011,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,47,300,010100111010010010010011101110011110110100011100010110010110110001011000110101101000100100001100111100101110001100110000101001111010101010000011110001110101000011011101110100010010111001100111110101100010110001001100110111110100000010111000100010101010000011100101100011000011100100011111111110000000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,48,300,001000100110001001101011100100111000100010011000000110011010100110000001110010111001010000110110011101000000110110110100101011010110110000000000000010011010111011110011011110100000100100000001110000000001101110110010010110001110011100110001001010001101100000111111101110010100001110111001000010110011,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,49,300,000011110001110101011100010100100011010000011001010001000000111101100101011100011000010000100110010010011001011111111101000010110100000110010111110001011000110010100101011000000110011001000101011001111110000011111000001100010101100010001001100111010101011001111101001100101111010010100111110001111000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,50,300,001111001110101111110010001110110001000111011001111010011001011111000000000001110001000100001110011011011000011101100000000110010111001000010101110010110110011101011111110011100101001101110100111100010001010011110101100011011000101001100110110000010100100111011100010010111111010010101010011110010001,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,51,300,010000000000111111111011000001001111111100100000100101001111100111001000111001111011111011101010011110100100101011010101000100000010000111110011110111001100110101110110011000111111001100011101100000100001010010101011010000001110010100100011110100010111001101010101001000101110000110111111001000000001,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,52,300,111010000101101000010010100010001001001101011001111000100100000011100010010101011101111101101010100111100010011011011010001011001100100001001101010000001110101111100011010100011011001011010010000101011010110001100011001010010011001100010101100101100011010101000001100111011000010010111001111110001011,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,53,300,011100110000011010111000100110100010011000111100110011000010111010011001011110011011001100100110000101001110000010000110010110100010000000101000100110010011111111111000010001010111111011001000010001100100100100000010100101010110101100010001101000011100100001010100000001000011110001010100110000000010,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,54,300,101001111100010100011001111001111000001000111100010000010001000100001111010111011100000000111011000000100011110100100100111110011111010101001010011100010000110110011100000001101001111000101000111000000111101000001110111111101001111001111100111110011100010000000100011011101101010111110010111000110010,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,55,300,001101111011101110000001100111011100011111110111110000010110000001111000100001011100001001111101101010110000100110010011000110011011111001110111011101111110011011000110000100001110111100011100101110010110000110110111101011011100110100100111100111111111000011101101000010101010011010100000011000101100,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,56,300,111111100010110110110111111101000111010111100101001011110100110110011110000000001000010110110000000110001101010011101111001111011101110100000010000110010100100101100110110001011010100001010100011011010000000111001011100101111001110000001110011001111111110001111011000001101000110000000000000100010101,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,57,300,101000010101000111110010111000100010110010111001011100110100100101011010101110110101001111111011110011001010011101110110101001011110010110101000100100010111111010000011000100000001010100100010011100001001010011101011011001110111010101001111010001001011111010101100101110100011000001110010011010010101,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,58,300,101101111110001000001110100011100001101110100010110101011110110111100001100100001000110001100100011101010011001100110001011000110011100100100000110001011010011001110011000100010000110011110100010101010110111011000001001101001101001111110100111101010001000110000001000011001110011111101101100001110101,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,59,300,110110111111110000111100111111111111011100101000011000101111100010101110001110000111110110001011010001011010110011111111010001100000001000101000000001000010001010011100010000010000010110011110100101110000000011011101111010110100110101100110111010010000001111010100100111101100100111001000001101111011,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,60,300,011001101010110100111111011100110111100011110110111010110110000011110010110000101001110000001111110001110000100001100101111110101101010101111110000001110001111111110011100000011111111100001000110110110001011001110001111110000001011100110010111101010101111001100011110100000100001100110101111010011100,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,61,300,111111111011101110001010100101011101000011010011001000011111001011011111101001101001010100001001000000001100100100001011110100010100010001010011110111110000000011101110010101100101111011001000110111111000011111101111110001001111000100100010010000110011101100111010000010010100110101101111010111001000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,62,300,110011110011010100011001000001001000010010110000100100111011010001101110010011000000011010101101011100000100110110000110101110101110111011101011100011001001111000100110001000100111111110111000111111000000100100110010000111111001011101000000000110100000011100111110011000000100010011110001110111100101,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,63,300,010111001000101010111100000110111111111110010000100011100101100100001111110111010110010101011110111011101001011110010010101010101111100000011000000010110001011011011011001010001111010010000110000110111001101110001100110000001110011001010000110101101010000001111011110011101010110110110001011110110010,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,64,300,101001011111011111001001110001010101100011100110011110000000011000000000100101010010000001100010110110000110110111101011110110101011001000011100010100010000100000110010010011011000110110000000000101111101100111111110010110101001101001010000100111111100110111100110101000111101000111111101100000110000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,65,300,110100000111000001001010111011000110110111111000000100111111011101000111101101101011111000110110111111111110010101010010110010100110001001000010101011111101001101111111011100100100100010010111001001101110101000110101111110010001110110110100111101001101010011011011010110101000111100011100111110011110,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,66,300,010101001100001111111000000010001100111011010110110100011001000100110001000001011010101010100011000010010000001010100010001010100000101010100101100101101001001000111011000100010000001100100010011000100010011100110001110110001101101000011110110010011001111101110111011011001101101011010100101001101000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,67,300,001011010101110010110001011001001110000010000000000000000110101111101010011101011101001010011010101011101000101010110010010110101000100001000111111000001010001100110111011011110100101000010011101000111000010001110000011011110001110111100100101111001001000001001011010010011010110101010101001011110010,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,68,300,001011111110111000111010111001111011110100110101010011100110010111111001111100000110100100110000110011111011011111111110001010111000001011011010111110100011010110001111000000100000001100111111000001010100011001000010010101001010010100101000111110100010100000001011111010010101000011110101000100101000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,69,300,010100110010001000011000000110010101101000001000000100110011011000100010000010110101011110101000011000001110010111001111101001111100101010100010000000001001011100100001001010000010111100100110011101100010000100001010000111101111000110100011111011110000111111110101101111000011110100110110101111111111,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,70,300,101111111011110100100011111010110111101010011000001111110110010011100000111100101110101100110100111011101010011011101111111110101000010010100110101110101010100100101000000000010111111010111001010101011101100001010001011100000100110110110111011101110101110010000101111000100000001011000110100111010001,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,71,300,111110000011001111001100111110010000111010100110101011011110011001001010100010000011101011011100010111001010001111001010010101001101000101100001000111001011111100100000001100111010101100011010100001010001100110001100110011001011011010111011101110000110100010101001010100010010011100110000011000010011,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,72,300,001011101101010011111011011101110000110011011011110011000011011010011001000001011111010000100000010110110001111101011100111000001101111011010011001101101101000101101010101100100000001110101111011011110011100011110001110111000011100011111111010111000111110110100101001010111101001110000111010001110010,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,73,300,110111011111001100110001011010110111100110110100001001110110111100001001100111001001010111001111111101101011010111001010011000100111101010000110011010100001000100001111110111101001111000000000000000111100101101111111011000000000100100101101110110100110001110101110101100011110000011110010111000000001,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,74,300,110101000101110010110100011100110010010100010100110010101001111110000001111100101011111111110110101101110100011100100100101011111011010001011001100110100000101010010111111101110101010100011110001101010010100000110110010010100100011111000101001111010010000010111011111100000010100110011111011101011001,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,75,300,001001010010101010101101101110100101010101001110011101011110111101001100001000010011010000001111001001001011000001011000001100100010011010001100101011110010010111001010001110100101110110001111110101001010110111011110011010101010101001101111110111111101010010010111101111010010000011100001110110101000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,76,300,101110100110111000110111110110110010001010001010000100110111011011001010100011101010110010001110010101100011110010101101001101011100111000000101101000011100101000110100010011110011101011011111111001011000100000111011001011101001111110100111100010011111010111011001111110010001111001111010111001001000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,77,300,100110101111000011111011001101010111101110101101001100110101000000010011010110111111110000101010010110110011011000111110101100000111000010101100011110000101101000101110100001010101011000010011010110000101101010100100100110010000101101101000110110001101100111000001101000000100111100010111101000110101,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,78,300,000101011011010000010100101100011101100110011111001001001011100110101100111101100110111001011100011101010011001111111101110110111111100111001111000000101101011011110100110111010111101100001010101110011110011110011111001011110001001101100001000100010101110001000001010111100100100110110000010111011000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,79,300,100111110000000001110010101100011010110110010000111110011010100000100011110001110010011111010010011110001000111010000100000101100000101001001000011010010100100001011011110001111111001111000000101011000010000110010010001100111011001101101100000000000101000010110001010010101000111111001101101100011011,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,80,300,110001110011001010010101111111111000100101100111010011110001101111101000001011010111101001111110001101010111101010100010000100000101100110001000111010111011100000000101111101000011001000011011001110111101100111100111101110101101010010100101111111011000011111010111101100001111100010001011100111110111,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,81,300,001111001111000010001011000011010011100101111001001110011110001100111110011001100011011000111010111000111011110011001100010100111111001000111011110100001100111001001000110100110100010001001110001101010000011100001111111111010011100111011101111000110101100101111010011110110011101010000001111001011110,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,82,300,001100100010100000100011100001111101011111101100111111111000001010110101010000110010110011011101000000000100001100001111011100100000101110110000101111101110111001000011010010011110001010101100111110010011101001010001101100001100100100110000010100111000101111101001111110010101000110011000111101001000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,83,300,111011100101100010100101010011110010000010011111001110101110100101011110100111111000100101011001011010101001001011001000000000101101100110010101100010101010010010001001000011000000111111011111100110100000001101001010100101010011010111000111000001100000110001110101000011010010101111100000110101110010,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,84,300,110001110011011011101111101100010101011000011100001001111000000010010010101100111101111001101110011011010100111001011000000001110001011101110000000101101011110010001100010101101001000100111101110010011111111110111010101010111000011101111111100111111100111010111100010110000110100000100001111100100100,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,85,300,000011100010100101011111011001001111101011011110111100001000000111101011100101111100101100110110101000111011000101000101100000101111010111000110101001000101001111100111111001011101111110011011000100100100011001000110011000101000011000110011101110111000101011011010100111111011000110001101110010011000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,86,300,101011110111000001000010101011000010111010111001111001110010101100101101110100001001001100111101010100010100101010101101001100000011011010101011110100010010101001110111111110111111001101100100100111011110000001011111101010001110010111001101000000111010100111111100101011001101110000010111101000111101,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,87,300,111101111110110011100100110110100000010110110011011000101000011100101101100001111010100011111100101011010101011100000011011100001101011111100001010101111001111011011000100011110000000000111101001001110111000010101100000101010001000111001100101010100011110100101101110010110100000111101111001110001110,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,88,300,101000110001011000011111001101010010111100000111101111100001100000001001111101011111001100011111111011111111101000101110000100110010101011010010010010001101110010101010011000010001111111100010101101010001100111101111110000010101111110000111010111100101000110001100000010000011101100110010001100000110,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,89,300,011001011101110101000100101000111011000111010111000011010010000001110010111111111010001000000110000000111011000110111110000101000110100001000110111100111011011110111011011000100101110001010111011100011001101111100010110111101110110111011001000101011010010110100110111001011111000110100101001010011000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,90,300,011010100001001011001111000111101101101010010010011111101001110011110011110101101100011010000100111000001111111111010001101011100111100111101000010010111011111110111100001000101010011010010100101100000101110011001011101010101100000101100001110100000011000111011011100011001011001001111110011000111100,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,91,300,100100110111101101110101011111101010101010100001110101010010100001100000000001111101000011001110011000001101001010000000111111101011010101001111101110010001000010010101000110110000111111010001001111011011111011101000101110010110100010011111100100001011000100010111001100100101101000011000100111110001,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,92,300,100011100010000100010110001000111101110101101010011011011100110101111000001001001010110101111001100000110110100011011011000110011001101011110110100000011000110100100100111011001000010011110100010100011001111101110111010110001001100100001000100001000011000100001100000001111111001100110011011100111100,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,93,300,101001111101011111000111100001001000000001110010100001001111100100100111011000001010101011101111111010100011010111110100111100100100100001110101000000011011100011101101011110000111101110101001110110100000100011010110110011111011000010110011101111100001011000100010010010111111010001101001111101011000,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,94,300,010110100100000100100100111111101010010010101100110101001111101010110010100010111110100011110110100000000011000110011011001110011011011101111111011101000010101111001110010011000111100101111001000110010001100010111110110111101101100000001000110101001010010000010010111101011100101010001111110101110010,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,95,300,101110010110001011000011011100101110111101111101110001111100001110110111011001111101100100110110010110000111011010000100100111110110011001110110111001001010011110001111111011101110011110000011010011001010100000101001000110110010010010111010011100011011000101001101100001010000000010000010001010100111,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,96,300,000111011111111110010111011111010111011110001000101101001011100111100101011111010100010001010001111001010101010001010001110111011000010101101000100100010011110100011000011111001001010101101100101111001010100100111100110000000011001001000101111001011011000101110001001100101111010110110111010001110111,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,97,300,100011100110010111110111101100110111011011110110100101101110000111101000010000110101111011111010100001110111000111101010001000001110000111111100011011111010001111101000010011101001110100100101101011111001011110001100010010000101000100100111010000010011011111000110000110010111010011110010001100100100,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,98,300,000001111001110001111000100110011100101110111000001110110000110000000100000000111001000001011110111100010011100111100010010101110000100101101001001111001011000001111101000110000011001111111001000000111101111000111011001001111000000001110001000100110100010101110001100110000011110100011001011111110001,true
BCH-S300,payload_k300_seed2026072001_policy1_frames100,99,300,010111010101111111110000000101000011100100011111111001010111100011000101010100001101001011001000000110001100011111110010111011010101101000011110110001001001111011111110101100011001110001010100010110010000111101000100101100000111010100101011100101100001001100100001010100011010111101000011100000000111,true
